Employee ID,Gender,Tenure,Department,Job Role,Absenteeism Records,Health Survey Responses,Wellness Program Participation
2920,Non-Binary,28,Marketing,Executive,4,6,True
2921,Male,25,Finance,Executive,3,7,True
2922,Female,35,Finance,Developer,8,4,True
2923,Non-Binary,39,Finance,Developer,9,5,True
2924,Male,7,HR,Coordinator,7,4,True
2925,Non-Binary,38,Sales,Manager,13,4,True
2926,Male,32,Marketing,Manager,0,10,False
2927,Female,3,Finance,Manager,18,1,True
2928,Non-Binary,39,Finance,Analyst,10,6,False
2929,Male,37,Marketing,Developer,0,10,False
2930,Non-Binary,22,Sales,Coordinator,0,10,False
2931,Non-Binary,8,Marketing,Coordinator,4,7,True
2932,Non-Binary,17,HR,Manager,3,7,True
2933,Non-Binary,27,HR,Analyst,2,8,False
2934,Male,33,Marketing,Analyst,6,7,True
2935,Female,17,Sales,Manager,6,6,True
2936,Male,12,Finance,Manager,3,8,False
2937,Male,27,HR,Developer,16,3,False
2938,Male,8,HR,Analyst,3,9,False
2939,Female,23,Sales,Coordinator,14,3,False
2940,Non-Binary,29,HR,Manager,11,4,False
2941,Non-Binary,20,HR,Developer,2,10,False
2942,Non-Binary,16,Sales,Coordinator,5,6,False
2943,Female,17,Marketing,Analyst,5,8,True
2944,Non-Binary,16,Finance,Manager,13,3,True
2945,Female,19,Finance,Manager,0,10,True
2946,Non-Binary,8,HR,Developer,8,6,False
2947,Non-Binary,38,Finance,Developer,6,5,True
2948,Male,38,Marketing,Analyst,9,5,False
2949,Female,29,HR,Manager,10,5,False
2950,Male,36,Finance,Developer,0,9,False
2951,Male,26,Engineering,Manager,0,7,True
2952,Male,31,Engineering,Analyst,1,9,False
2953,Female,12,Engineering,Manager,2,9,False
2954,Female,17,Engineering,Coordinator,7,6,False
2955,Non-Binary,15,Engineering,Manager,5,6,True
2956,Male,9,HR,Executive,9,4,True
2957,Non-Binary,39,Sales,Executive,1,8,False
2958,Male,12,Sales,Analyst,19,2,False
2959,Female,32,HR,Analyst,10,5,False
2960,Female,25,HR,Analyst,15,1,True
2961,Female,39,Marketing,Coordinator,0,10,False
2962,Male,18,Sales,Coordinator,15,2,False
2963,Female,15,Engineering,Manager,15,1,True
2964,Male,32,HR,Developer,7,6,True
2965,Non-Binary,6,Engineering,Executive,17,2,True
2966,Male,35,Sales,Executive,8,4,True
2967,Non-Binary,34,Finance,Executive,9,5,True
2968,Male,38,Finance,Manager,6,7,True
2969,Non-Binary,5,HR,Manager,0,10,False
2970,Female,18,Marketing,Analyst,15,1,True
2971,Non-Binary,16,Engineering,Developer,4,5,True
2972,Female,8,HR,Analyst,15,4,False
2973,Female,25,Marketing,Manager,7,7,False
2974,Non-Binary,32,Engineering,Coordinator,0,10,False
2975,Male,26,Sales,Analyst,2,7,True
2976,Male,22,Finance,Manager,0,8,True
2977,Male,31,Marketing,Manager,10,4,True
2978,Male,10,Engineering,Coordinator,10,4,True
2979,Male,12,HR,Coordinator,0,10,True
2980,Female,28,Engineering,Coordinator,8,5,False
2981,Male,6,HR,Developer,11,5,False
2982,Female,20,Finance,Manager,12,3,True
2983,Female,5,Finance,Coordinator,5,5,True
2984,Female,23,Engineering,Developer,10,5,False
2985,Non-Binary,9,Engineering,Executive,1,8,True
2986,Non-Binary,29,HR,Executive,7,7,False
2987,Female,16,HR,Executive,7,8,False
2988,Non-Binary,22,Marketing,Manager,6,5,False
2989,Male,8,Marketing,Developer,14,2,False
2990,Male,20,Marketing,Developer,4,8,False
2991,Female,14,Engineering,Executive,1,9,False
2992,Male,39,Marketing,Analyst,18,2,False
2993,Female,37,Engineering,Executive,17,1,False
2994,Female,34,Finance,Manager,7,6,True
2995,Male,11,Sales,Executive,14,3,False
2996,Non-Binary,33,Finance,Executive,16,1,False
2997,Male,31,Engineering,Developer,9,6,False
2998,Male,34,Engineering,Executive,4,8,False
2999,Female,7,Sales,Coordinator,2,9,False
3000,Female,23,HR,Coordinator,2,6,True
3001,Female,7,HR,Analyst,6,6,False
3002,Female,25,HR,Manager,16,1,True
3003,Non-Binary,3,Marketing,Manager,9,5,False
3004,Non-Binary,38,HR,Developer,15,3,False
3005,Non-Binary,20,Marketing,Manager,6,7,True
3006,Female,34,Marketing,Analyst,0,9,True
3007,Female,30,HR,Coordinator,9,6,False
3008,Female,17,HR,Developer,11,5,False
3009,Non-Binary,10,Sales,Coordinator,3,7,True
3010,Female,35,Sales,Analyst,0,9,True
3011,Male,20,Marketing,Developer,7,5,False
3012,Male,18,Sales,Executive,11,5,True
3013,Female,27,Marketing,Manager,0,10,True
3014,Male,36,Engineering,Analyst,5,4,True
3015,Male,23,Marketing,Developer,13,5,True
3016,Non-Binary,32,Marketing,Coordinator,3,7,True
3017,Female,10,Sales,Developer,15,3,False
3018,Female,11,Engineering,Executive,13,4,False
3019,Non-Binary,38,Finance,Analyst,4,9,False
3020,Male,6,Finance,Developer,17,2,False
3021,Male,34,Finance,Analyst,5,8,False
3022,Female,36,Engineering,Analyst,0,9,False
3023,Male,37,HR,Coordinator,6,5,True
3024,Non-Binary,17,Engineering,Manager,0,7,True
3025,Non-Binary,12,Sales,Executive,5,6,True
3026,Female,21,Marketing,Developer,16,1,False
3027,Non-Binary,19,Marketing,Manager,1,8,True
3028,Non-Binary,3,Sales,Coordinator,0,9,True
3029,Female,18,Sales,Manager,0,10,True
3030,Non-Binary,19,Marketing,Analyst,14,1,True
3031,Non-Binary,6,HR,Analyst,2,8,True
3032,Non-Binary,16,HR,Executive,15,3,False
3033,Male,8,HR,Developer,8,6,False
3034,Female,18,Sales,Developer,0,10,True
3035,Female,39,Marketing,Coordinator,3,8,True
3036,Female,12,Marketing,Executive,12,5,False
3037,Male,10,Marketing,Developer,7,8,False
3038,Male,7,Engineering,Analyst,0,7,True
3039,Female,1,Engineering,Executive,6,7,True
3040,Male,36,Finance,Manager,3,7,False
3041,Female,21,Engineering,Executive,2,9,False
3042,Male,37,HR,Executive,7,6,True
3043,Non-Binary,24,HR,Developer,8,6,True
3044,Non-Binary,25,HR,Coordinator,1,9,False
3045,Female,7,HR,Coordinator,5,6,True
3046,Male,17,Finance,Developer,6,7,False
3047,Male,29,HR,Developer,3,7,True
3048,Non-Binary,30,Sales,Developer,11,2,True
3049,Non-Binary,7,Sales,Coordinator,3,8,False
3050,Male,33,Sales,Developer,4,6,True
3051,Male,7,Engineering,Manager,8,4,True
3052,Male,24,Marketing,Manager,4,7,False
3053,Male,11,Finance,Analyst,0,8,False
3054,Male,9,Sales,Manager,17,1,False
3055,Male,12,Sales,Executive,0,10,True
3056,Female,35,HR,Analyst,13,4,False
3057,Male,4,Sales,Manager,10,4,False
3058,Non-Binary,36,HR,Executive,3,10,False
3059,Female,28,HR,Manager,3,9,False
3060,Male,13,Marketing,Executive,3,6,True
3061,Non-Binary,23,Engineering,Developer,11,4,False
3062,Female,19,HR,Executive,19,1,True
3063,Non-Binary,37,HR,Developer,3,8,True
3064,Male,39,Marketing,Executive,0,9,False
3065,Male,24,HR,Executive,11,5,False
3066,Male,16,Finance,Manager,7,5,False
3067,Male,33,Engineering,Executive,0,10,True
3068,Female,12,Finance,Manager,0,8,False
3069,Female,34,Sales,Executive,5,8,False
3070,Non-Binary,7,Engineering,Coordinator,7,5,False
3071,Male,11,Sales,Analyst,10,4,True
3072,Non-Binary,31,HR,Manager,4,6,False
3073,Female,29,Marketing,Manager,0,10,True
3074,Male,13,Finance,Developer,8,5,True
3075,Male,31,Sales,Coordinator,0,8,True
3076,Female,2,HR,Developer,1,9,False
3077,Female,39,Finance,Coordinator,18,1,False
3078,Female,15,Finance,Coordinator,1,9,True
3079,Female,11,Sales,Executive,5,9,False
3080,Female,34,HR,Developer,9,6,True
3081,Male,39,Marketing,Analyst,0,10,False
3082,Female,4,Sales,Coordinator,8,5,False
3083,Male,11,Finance,Coordinator,3,7,False
3084,Male,29,Finance,Manager,0,8,True
3085,Female,2,Engineering,Executive,3,9,False
3086,Female,16,HR,Analyst,0,9,True
3087,Male,39,Engineering,Coordinator,0,10,False
3088,Female,13,Marketing,Manager,13,3,False
3089,Female,37,Sales,Developer,2,8,False
3090,Female,17,Finance,Coordinator,15,1,False
3091,Non-Binary,21,HR,Manager,0,7,True
3092,Male,19,Finance,Developer,6,5,True
3093,Non-Binary,7,Engineering,Executive,15,2,False
3094,Female,38,Engineering,Developer,15,2,True
3095,Non-Binary,8,Sales,Coordinator,6,8,True
3096,Female,13,HR,Analyst,9,5,True
3097,Non-Binary,37,HR,Developer,15,3,False
3098,Female,2,Sales,Analyst,20,1,False
3099,Non-Binary,11,Engineering,Analyst,6,7,False
3100,Non-Binary,24,Engineering,Developer,15,3,False
3101,Non-Binary,6,Engineering,Executive,4,7,True
3102,Male,26,Finance,Developer,16,2,True
3103,Non-Binary,7,Marketing,Manager,12,4,False
3104,Male,39,Engineering,Analyst,15,2,False
3105,Female,19,Marketing,Coordinator,15,4,False
3106,Non-Binary,6,Marketing,Analyst,6,5,True
3107,Female,29,HR,Coordinator,2,8,False
3108,Female,39,Sales,Manager,18,2,False
3109,Non-Binary,2,Finance,Manager,1,10,False
3110,Male,19,Marketing,Manager,12,3,True
3111,Non-Binary,4,Finance,Developer,0,10,False
3112,Female,6,HR,Analyst,9,5,True
3113,Female,37,Engineering,Coordinator,2,9,False
3114,Non-Binary,28,Marketing,Manager,0,10,False
3115,Male,30,Sales,Manager,8,5,False
3116,Male,7,HR,Coordinator,3,9,True
3117,Female,9,Finance,Analyst,11,4,False
3118,Female,25,Engineering,Analyst,0,10,True
3119,Male,33,Finance,Coordinator,10,5,False
3120,Non-Binary,1,Sales,Executive,1,9,True
3121,Female,6,Marketing,Analyst,12,4,False
3122,Male,18,Sales,Coordinator,11,5,False
3123,Female,10,Finance,Coordinator,8,5,True
3124,Non-Binary,28,Finance,Manager,9,4,True
3125,Male,11,Sales,Coordinator,10,4,False
3126,Female,33,Sales,Developer,10,5,False
3127,Non-Binary,1,Sales,Manager,6,6,False
3128,Female,13,Engineering,Manager,3,7,True
3129,Non-Binary,37,Finance,Analyst,9,6,False
3130,Non-Binary,20,HR,Executive,16,1,True
3131,Male,1,Engineering,Analyst,16,2,True
3132,Non-Binary,3,Engineering,Developer,6,7,True
3133,Female,18,Engineering,Manager,14,3,False
3134,Non-Binary,14,HR,Manager,0,10,False
3135,Non-Binary,31,Sales,Coordinator,15,2,False
3136,Male,27,Finance,Executive,10,6,False
3137,Non-Binary,17,Marketing,Executive,10,4,True
3138,Non-Binary,29,Marketing,Coordinator,11,5,False
3139,Female,36,Finance,Developer,4,6,True
3140,Male,37,HR,Executive,9,3,True
3141,Male,26,Marketing,Manager,18,1,True
3142,Male,17,Engineering,Developer,15,3,False
3143,Non-Binary,22,Marketing,Analyst,14,3,False
3144,Male,25,Finance,Analyst,9,6,False
3145,Non-Binary,2,Engineering,Developer,9,4,True
3146,Non-Binary,22,Marketing,Manager,6,7,True
3147,Female,5,Finance,Analyst,18,2,False
3148,Female,4,HR,Manager,13,4,True
3149,Female,36,Finance,Coordinator,2,8,True
3150,Female,6,HR,Executive,8,6,True
3151,Female,21,Engineering,Developer,0,10,False
3152,Non-Binary,13,Finance,Executive,15,3,False
3153,Non-Binary,37,Sales,Coordinator,1,10,False
3154,Male,25,Sales,Analyst,16,2,True
3155,Non-Binary,26,Sales,Manager,12,3,False
3156,Non-Binary,39,Sales,Manager,18,1,False
3157,Female,20,Sales,Coordinator,15,1,True
3158,Non-Binary,33,HR,Developer,11,2,True
3159,Female,14,Finance,Executive,11,3,False
3160,Male,36,Engineering,Analyst,4,9,False
3161,Male,17,Sales,Developer,3,8,False
3162,Non-Binary,21,Sales,Coordinator,2,9,True
3163,Male,16,Engineering,Coordinator,8,7,False
3164,Non-Binary,16,Engineering,Manager,6,7,True
3165,Male,20,Sales,Analyst,8,5,False
3166,Female,29,HR,Developer,7,7,False
3167,Female,28,Engineering,Manager,11,4,True
3168,Female,8,Finance,Analyst,10,5,False
3169,Female,24,Finance,Executive,15,1,True
3170,Non-Binary,3,HR,Executive,10,4,False
3171,Male,25,Marketing,Manager,12,3,False
3172,Non-Binary,19,HR,Developer,17,2,False
3173,Female,33,Sales,Analyst,19,2,False
3174,Non-Binary,2,Marketing,Executive,5,8,False
3175,Male,15,Sales,Executive,16,1,True
3176,Non-Binary,22,Finance,Developer,3,8,False
3177,Male,10,Engineering,Manager,2,9,False
3178,Non-Binary,18,Sales,Coordinator,6,6,True
3179,Male,22,Finance,Analyst,17,1,False
3180,Male,27,HR,Executive,0,10,True
3181,Female,13,Sales,Coordinator,7,7,False
3182,Male,33,Finance,Developer,11,5,False
3183,Female,5,Engineering,Manager,1,9,True
3184,Female,26,Sales,Analyst,5,7,True
3185,Female,13,Finance,Developer,10,5,False
3186,Non-Binary,27,Sales,Manager,11,2,True
3187,Non-Binary,14,Engineering,Developer,9,4,False
3188,Non-Binary,24,Sales,Executive,14,2,True
3189,Non-Binary,3,Sales,Executive,2,9,True
3190,Male,30,Finance,Coordinator,14,2,True
3191,Male,35,Marketing,Developer,14,2,True
3192,Non-Binary,14,Sales,Executive,15,2,True
3193,Male,12,Marketing,Manager,14,1,False
3194,Male,28,HR,Coordinator,2,9,False
3195,Female,29,Sales,Analyst,1,8,True
3196,Female,17,Marketing,Developer,17,2,False
3197,Female,21,HR,Executive,13,2,True
3198,Female,23,Finance,Manager,9,5,False
3199,Male,20,Sales,Developer,10,4,True
3200,Non-Binary,11,Finance,Manager,13,2,True
3201,Male,34,HR,Coordinator,1,8,False
3202,Male,10,Finance,Executive,4,8,True
3203,Male,10,Finance,Executive,10,4,False
3204,Female,6,Engineering,Coordinator,10,4,True
3205,Female,36,HR,Manager,0,9,True
3206,Female,24,Finance,Developer,8,4,True
3207,Non-Binary,12,Marketing,Manager,0,10,False
3208,Male,23,HR,Developer,3,9,True
3209,Non-Binary,27,Engineering,Coordinator,14,3,False
3210,Female,37,Sales,Analyst,14,2,False
3211,Non-Binary,6,Finance,Developer,0,8,False
3212,Male,1,Marketing,Executive,16,3,False
3213,Male,6,Engineering,Executive,12,2,True
3214,Female,22,HR,Executive,0,8,True
3215,Female,24,Finance,Manager,2,8,True
3216,Non-Binary,25,Engineering,Manager,7,5,True
3217,Female,15,Engineering,Manager,1,9,False
3218,Female,26,Marketing,Executive,6,6,False
3219,Male,8,Sales,Developer,11,5,False
3220,Female,24,Sales,Executive,13,3,True
3221,Female,38,Sales,Developer,8,7,False
3222,Male,6,HR,Manager,4,9,False
3223,Male,35,Engineering,Analyst,8,4,True
3224,Non-Binary,1,HR,Manager,4,7,True
3225,Female,36,Engineering,Coordinator,16,3,True
3226,Male,12,Marketing,Developer,11,2,True
3227,Non-Binary,38,Marketing,Analyst,18,1,True
3228,Non-Binary,11,HR,Manager,8,6,True
3229,Female,12,HR,Analyst,6,5,True
3230,Female,39,Marketing,Executive,14,2,False
3231,Non-Binary,7,Finance,Developer,17,3,False
3232,Male,11,Sales,Coordinator,5,9,False
3233,Non-Binary,36,Sales,Executive,13,3,True
3234,Female,31,Marketing,Analyst,2,7,True
3235,Male,33,Sales,Manager,20,1,False
3236,Male,13,Finance,Developer,2,7,True
3237,Non-Binary,18,Finance,Coordinator,3,9,False
3238,Female,24,Engineering,Manager,0,8,True
3239,Non-Binary,9,HR,Coordinator,6,7,False
3240,Non-Binary,31,Sales,Developer,1,10,False
3241,Non-Binary,10,Finance,Analyst,0,8,True
3242,Male,2,HR,Coordinator,8,4,True
3243,Male,38,HR,Developer,14,2,True
3244,Female,15,Engineering,Coordinator,0,9,True
3245,Female,3,HR,Manager,12,3,False
3246,Non-Binary,31,HR,Coordinator,11,4,False
3247,Non-Binary,6,Marketing,Manager,8,7,False
3248,Non-Binary,3,Engineering,Manager,18,2,False
3249,Female,11,Engineering,Developer,5,8,False
3250,Male,15,Sales,Executive,3,10,False
3251,Male,28,HR,Coordinator,0,8,True
3252,Non-Binary,10,Sales,Analyst,11,5,False
3253,Non-Binary,38,Finance,Manager,0,9,True
3254,Non-Binary,7,HR,Executive,9,8,False
3255,Non-Binary,15,Finance,Manager,16,1,True
3256,Female,18,Marketing,Executive,2,9,True
3257,Male,18,HR,Executive,6,5,False
3258,Non-Binary,24,Sales,Analyst,1,9,True
3259,Female,2,Sales,Executive,2,9,False
3260,Non-Binary,20,HR,Analyst,0,10,True
3261,Non-Binary,34,Sales,Developer,0,10,False
3262,Male,26,HR,Manager,12,3,True
3263,Non-Binary,7,Engineering,Analyst,3,8,False
3264,Male,38,Sales,Manager,5,7,False
3265,Male,30,HR,Coordinator,8,7,False
3266,Male,5,HR,Developer,0,10,True
3267,Female,11,Sales,Coordinator,20,2,False
3268,Female,1,Engineering,Coordinator,16,2,False
3269,Male,34,Sales,Executive,18,2,False
3270,Non-Binary,1,HR,Executive,18,2,False
3271,Male,19,Engineering,Coordinator,6,4,True
3272,Non-Binary,2,Finance,Executive,1,7,True
3273,Male,21,Marketing,Manager,13,2,True
3274,Non-Binary,20,Sales,Executive,6,5,False
3275,Female,23,HR,Coordinator,3,7,True
3276,Non-Binary,21,Engineering,Executive,0,9,True
3277,Male,24,Engineering,Executive,3,8,True
3278,Female,4,Finance,Analyst,1,9,True
3279,Non-Binary,12,Sales,Analyst,4,7,True
3280,Non-Binary,22,Engineering,Coordinator,14,3,True
3281,Non-Binary,20,Finance,Manager,19,1,False
3282,Non-Binary,18,HR,Developer,3,10,False
3283,Non-Binary,1,Finance,Developer,5,7,True
3284,Female,30,Sales,Coordinator,3,6,False
3285,Female,33,Finance,Manager,16,2,False
3286,Female,24,Engineering,Manager,20,1,False
3287,Female,14,Engineering,Manager,2,10,False
3288,Male,36,Marketing,Analyst,14,4,False
3289,Female,5,Finance,Coordinator,11,4,True
3290,Non-Binary,11,HR,Developer,8,6,True
3291,Non-Binary,24,Sales,Manager,12,5,False
3292,Female,31,Marketing,Coordinator,0,9,True
3293,Non-Binary,13,Finance,Developer,0,8,True
3294,Female,16,HR,Analyst,1,9,True
3295,Non-Binary,24,Marketing,Executive,0,10,True
3296,Male,13,Engineering,Developer,0,7,True
3297,Male,24,Sales,Developer,0,9,True
3298,Female,26,Finance,Developer,9,3,True
3299,Female,2,HR,Executive,1,9,False
3300,Female,16,Engineering,Manager,19,2,False
3301,Non-Binary,38,Marketing,Executive,0,9,False
3302,Female,1,Sales,Developer,5,6,True
3303,Male,11,Marketing,Analyst,13,4,False
3304,Non-Binary,35,Marketing,Developer,15,2,True
3305,Female,29,HR,Analyst,1,10,False
3306,Non-Binary,37,Engineering,Coordinator,14,3,False
3307,Non-Binary,17,Finance,Analyst,9,5,True
3308,Female,39,HR,Developer,3,9,False
3309,Non-Binary,28,Sales,Executive,2,7,True
3310,Male,29,Marketing,Developer,10,3,False
3311,Male,3,Sales,Developer,10,4,False
3312,Non-Binary,10,HR,Coordinator,16,2,True
3313,Female,14,HR,Manager,8,8,False
3314,Non-Binary,12,Finance,Developer,7,6,False
3315,Male,30,Marketing,Coordinator,16,3,False
3316,Non-Binary,32,HR,Executive,9,5,False
3317,Non-Binary,32,Sales,Coordinator,10,5,False
3318,Male,32,Finance,Coordinator,15,1,True
3319,Non-Binary,26,Sales,Analyst,10,5,True
3320,Non-Binary,1,Marketing,Manager,4,6,True
3321,Female,2,Finance,Manager,0,10,True
3322,Female,17,Finance,Executive,0,10,True
3323,Male,30,Finance,Coordinator,16,2,True
3324,Male,39,Engineering,Executive,14,3,False
3325,Male,7,Finance,Executive,0,10,True
3326,Female,27,Sales,Manager,6,5,True
3327,Male,9,Sales,Manager,10,3,False
3328,Male,22,Marketing,Manager,9,5,False
3329,Male,34,HR,Developer,8,5,True
3330,Female,1,HR,Coordinator,5,8,False
3331,Non-Binary,9,Engineering,Executive,0,10,False
3332,Male,20,Finance,Coordinator,3,9,False
3333,Non-Binary,19,Engineering,Executive,2,8,False
3334,Male,36,Marketing,Executive,10,3,True
3335,Non-Binary,4,Marketing,Executive,19,1,True
3336,Female,9,HR,Executive,9,3,False
3337,Female,22,Marketing,Analyst,15,1,False
3338,Male,18,Finance,Analyst,2,9,False
3339,Non-Binary,12,Sales,Developer,12,3,True
3340,Female,39,Marketing,Manager,0,8,False
3341,Male,9,Engineering,Executive,6,6,True
3342,Male,6,Finance,Coordinator,13,3,True
3343,Female,19,Marketing,Analyst,0,9,False
3344,Female,7,Marketing,Manager,6,8,False
3345,Male,16,Finance,Developer,12,3,False
3346,Non-Binary,5,Marketing,Manager,2,7,False
3347,Non-Binary,16,Sales,Executive,11,5,False
3348,Non-Binary,1,HR,Manager,16,2,False
3349,Male,37,Finance,Executive,1,8,False
3350,Female,39,Engineering,Analyst,15,1,True
3351,Male,19,Marketing,Analyst,14,4,True
3352,Female,37,HR,Executive,11,4,True
3353,Non-Binary,17,Engineering,Coordinator,2,10,False
3354,Non-Binary,26,Engineering,Analyst,6,5,True
3355,Female,22,Sales,Coordinator,12,4,True
3356,Female,8,HR,Executive,15,1,False
3357,Male,33,Finance,Executive,2,7,True
3358,Non-Binary,2,HR,Analyst,1,10,False
3359,Male,30,HR,Coordinator,12,2,True
3360,Male,20,Engineering,Executive,3,10,False
3361,Male,18,Sales,Analyst,11,3,False
3362,Non-Binary,10,Sales,Executive,8,5,False
3363,Male,24,HR,Manager,5,8,True
3364,Male,4,HR,Manager,0,10,False
3365,Male,37,Marketing,Analyst,3,8,True
3366,Male,4,Engineering,Executive,12,2,True
3367,Male,13,Finance,Analyst,1,9,False
3368,Male,25,Finance,Developer,8,6,True
3369,Non-Binary,13,Sales,Analyst,0,9,True
3370,Male,18,Engineering,Analyst,13,4,True
3371,Female,24,Sales,Manager,13,3,False
3372,Male,2,Finance,Manager,9,5,True
3373,Male,33,HR,Executive,5,5,True
3374,Non-Binary,19,Engineering,Analyst,9,4,True
3375,Non-Binary,9,Engineering,Analyst,2,7,True
3376,Female,28,Marketing,Executive,1,8,True
3377,Female,35,HR,Coordinator,12,5,True
3378,Non-Binary,39,HR,Executive,4,9,False
3379,Non-Binary,10,Sales,Manager,6,7,False
3380,Male,1,Engineering,Manager,4,7,False
3381,Non-Binary,21,Sales,Analyst,2,8,False
3382,Female,9,HR,Manager,8,4,True
3383,Male,15,Marketing,Executive,0,10,True
3384,Female,35,Engineering,Analyst,6,6,True
3385,Male,5,HR,Executive,9,5,True
3386,Non-Binary,22,Marketing,Executive,18,1,False
3387,Female,23,Finance,Analyst,3,9,False
3388,Male,7,HR,Coordinator,15,2,True
3389,Male,23,Finance,Manager,6,6,True
3390,Non-Binary,25,Sales,Developer,4,8,True
3391,Non-Binary,27,Finance,Developer,12,3,False
3392,Non-Binary,6,HR,Developer,11,5,False
3393,Female,34,Finance,Manager,6,7,False
3394,Male,9,Engineering,Coordinator,11,4,True
3395,Non-Binary,33,HR,Executive,8,5,True
3396,Female,6,Marketing,Analyst,19,1,True
3397,Female,37,Finance,Coordinator,10,4,False
3398,Female,31,Engineering,Developer,8,7,False
3399,Non-Binary,34,Sales,Manager,2,10,False
3400,Non-Binary,29,Sales,Manager,5,7,True
3401,Male,14,Finance,Analyst,0,10,False
3402,Male,36,Sales,Executive,0,10,True
3403,Non-Binary,36,Marketing,Coordinator,6,4,True
3404,Female,15,HR,Coordinator,7,6,True
3405,Female,8,Engineering,Coordinator,7,5,False
3406,Female,26,Finance,Executive,16,1,False
3407,Male,36,Sales,Executive,5,8,False
3408,Female,21,HR,Executive,5,7,False
3409,Male,28,Marketing,Analyst,10,5,False
3410,Male,4,Sales,Manager,0,10,False
3411,Female,16,Sales,Developer,2,10,True
3412,Female,22,Engineering,Executive,6,7,False
3413,Non-Binary,12,Marketing,Manager,0,10,False
3414,Non-Binary,16,Marketing,Executive,11,3,True
3415,Female,38,Finance,Developer,2,8,False
3416,Male,37,Engineering,Executive,13,5,False
3417,Male,29,Finance,Manager,14,2,True
3418,Male,18,Engineering,Analyst,17,2,False
3419,Male,10,Marketing,Developer,13,4,True
3420,Male,39,Engineering,Manager,3,7,True
3421,Non-Binary,18,Engineering,Coordinator,0,10,True
3422,Female,1,Engineering,Coordinator,11,4,False
3423,Non-Binary,39,HR,Coordinator,0,9,True
3424,Male,21,HR,Analyst,15,2,False
3425,Male,1,Marketing,Executive,2,6,True
3426,Male,15,Engineering,Executive,9,4,False
3427,Male,4,Marketing,Executive,8,6,True
3428,Female,20,HR,Analyst,0,10,False
3429,Male,10,Engineering,Coordinator,5,9,False
3430,Female,23,Finance,Executive,0,10,False
3431,Male,34,HR,Analyst,1,9,False
3432,Female,33,HR,Analyst,2,9,False
3433,Non-Binary,34,HR,Manager,9,9,False
3434,Male,39,Engineering,Executive,16,3,False
3435,Female,10,Sales,Coordinator,0,9,False
3436,Non-Binary,20,Finance,Developer,14,3,False
3437,Male,1,Finance,Analyst,0,10,True
3438,Male,13,Marketing,Manager,13,3,True
3439,Male,1,Engineering,Developer,11,5,True
3440,Female,5,HR,Analyst,8,6,True
3441,Female,16,Sales,Manager,0,9,True
3442,Non-Binary,15,Engineering,Executive,20,1,False
3443,Female,28,Engineering,Manager,0,8,True
3444,Female,31,Sales,Analyst,9,4,True
3445,Male,23,HR,Executive,0,10,True
3446,Male,17,Engineering,Coordinator,3,7,True
3447,Male,34,Finance,Manager,7,6,False
3448,Male,13,Finance,Developer,6,6,False
3449,Male,14,Sales,Executive,3,7,True
3450,Male,11,HR,Executive,9,4,True
3451,Male,28,Sales,Coordinator,6,6,True
3452,Non-Binary,32,Engineering,Manager,12,3,True
3453,Non-Binary,35,Finance,Developer,12,5,False
3454,Non-Binary,31,Marketing,Coordinator,16,2,False
3455,Non-Binary,17,Sales,Manager,15,3,False
3456,Male,9,Marketing,Developer,1,9,True
3457,Non-Binary,10,Marketing,Developer,7,6,False
3458,Male,8,Finance,Analyst,13,3,True
3459,Non-Binary,21,Sales,Developer,16,2,False
3460,Female,13,Marketing,Manager,5,5,False
3461,Non-Binary,5,Engineering,Coordinator,0,10,True
3462,Non-Binary,6,HR,Coordinator,11,5,False
3463,Male,30,HR,Analyst,16,1,False
3464,Non-Binary,31,Finance,Manager,14,3,True
3465,Female,17,Sales,Developer,6,7,False
3466,Male,11,Sales,Analyst,1,9,False
3467,Male,20,HR,Executive,9,5,True
3468,Non-Binary,9,Engineering,Manager,11,4,False
3469,Male,2,HR,Analyst,13,3,True
3470,Male,37,HR,Coordinator,0,10,True
3471,Male,1,Sales,Analyst,2,9,True
3472,Male,4,Marketing,Executive,7,7,True
3473,Male,36,Engineering,Manager,4,7,True
3474,Male,25,Sales,Analyst,4,8,True
3475,Female,3,HR,Developer,0,10,True
3476,Non-Binary,9,Marketing,Manager,16,1,True
3477,Female,22,Engineering,Analyst,9,4,True
3478,Male,23,Finance,Analyst,5,5,True
3479,Male,12,Engineering,Manager,9,5,True
3480,Non-Binary,10,Engineering,Coordinator,17,1,True
3481,Female,34,HR,Developer,12,3,True
3482,Non-Binary,10,HR,Manager,19,2,False
3483,Female,30,Finance,Developer,8,7,True
3484,Male,22,Finance,Developer,10,5,True
3485,Non-Binary,6,Finance,Manager,12,3,True
3486,Non-Binary,2,Sales,Analyst,3,8,False
3487,Male,30,Sales,Coordinator,13,1,True
3488,Non-Binary,2,HR,Developer,18,1,False
3489,Female,32,HR,Developer,7,6,True
3490,Female,16,Finance,Analyst,19,1,False
3491,Female,12,Sales,Manager,9,4,False
3492,Female,1,Marketing,Coordinator,7,6,False
3493,Male,8,Sales,Developer,14,1,False
3494,Non-Binary,13,HR,Developer,0,9,False
3495,Female,15,Sales,Manager,11,4,True
3496,Male,8,HR,Analyst,0,9,True
3497,Non-Binary,10,Finance,Executive,3,9,True
3498,Non-Binary,5,Finance,Analyst,10,6,False
3499,Male,19,Finance,Developer,7,7,False
3500,Male,38,Marketing,Developer,20,1,False
