Employee ID,Hours Worked,Sick Leave Taken,Project Deadlines Met,Performance Scores
1888,33,4,0.88,4.6
1889,34,0,1.0,5.0
1890,34,0,1.0,5.0
1891,46,12,0.64,3.8
1892,34,4,0.88,4.6
1893,40,0,1.0,5.0
1894,38,9,0.73,4.1
1895,44,6,0.82,4.4
1896,32,7,0.79,4.3
1897,45,11,0.67,3.9
1898,38,12,0.64,3.8
1899,35,9,0.73,4.1
1900,38,18,0.5,3.2
1901,48,3,0.91,4.7
1902,35,5,0.85,4.5
1903,40,3,0.91,4.7
1904,31,13,0.61,3.7
1905,47,1,0.97,4.9
1906,36,0,1.0,5.0
1907,33,8,0.76,4.2
1908,36,0,1.0,5.0
1909,46,7,0.79,4.3
1910,33,13,0.61,3.7
1911,42,0,1.0,5.0
1912,49,1,0.97,4.9
1913,48,6,0.82,4.4
1914,33,3,0.91,4.7
1915,42,13,0.61,3.7
1916,30,9,0.73,4.1
1917,31,5,0.85,4.5
1918,36,4,0.88,4.6
1919,46,10,0.7,4.0
1920,36,8,0.76,4.2
1921,42,9,0.73,4.1
1922,46,9,0.73,4.1
1923,30,3,0.91,4.7
1924,31,19,0.5,3.0999999999999996
1925,35,18,0.5,3.2
1926,41,6,0.82,4.4
1927,42,18,0.5,3.2
1928,49,8,0.76,4.2
1929,49,9,0.73,4.1
1930,38,14,0.58,3.5999999999999996
1931,46,2,0.94,4.8
1932,47,2,0.94,4.8
1933,37,0,1.0,5.0
1934,37,16,0.52,3.4
1935,40,13,0.61,3.7
1936,37,13,0.61,3.7
1937,47,2,0.94,4.8
1938,47,5,0.85,4.5
1939,42,11,0.67,3.9
1940,30,8,0.76,4.2
1941,44,13,0.61,3.7
1942,35,6,0.82,4.4
1943,35,7,0.79,4.3
1944,42,11,0.67,3.9
1945,31,0,1.0,5.0
1946,48,3,0.91,4.7
1947,46,7,0.79,4.3
1948,30,15,0.55,3.5
1949,43,19,0.5,3.0999999999999996
1950,45,8,0.76,4.2
1951,44,18,0.5,3.2
1952,38,14,0.58,3.5999999999999996
1953,48,0,1.0,5.0
1954,37,0,1.0,5.0
1955,44,4,0.88,4.6
1956,39,7,0.79,4.3
1957,31,15,0.55,3.5
1958,47,0,1.0,5.0
1959,49,14,0.58,3.5999999999999996
1960,31,6,0.82,4.4
1961,41,9,0.73,4.1
1962,39,12,0.64,3.8
1963,41,6,0.82,4.4
1964,36,3,0.91,4.7
1965,31,1,0.97,4.9
1966,30,15,0.55,3.5
1967,31,7,0.79,4.3
1968,46,10,0.7,4.0
1969,49,6,0.82,4.4
1970,37,13,0.61,3.7
1971,41,15,0.55,3.5
1972,31,0,1.0,5.0
1973,38,15,0.55,3.5
1974,46,1,0.97,4.9
1975,46,0,1.0,5.0
1976,39,3,0.91,4.7
1977,42,5,0.85,4.5
1978,34,7,0.79,4.3
1979,43,11,0.67,3.9
1980,43,7,0.79,4.3
1981,44,6,0.82,4.4
1982,34,13,0.61,3.7
1983,35,9,0.73,4.1
1984,38,5,0.85,4.5
1985,38,1,0.97,4.9
1986,33,17,0.5,3.3
1987,30,4,0.88,4.6
1988,44,12,0.64,3.8
1989,43,0,1.0,5.0
1990,30,20,0.5,3.0
1991,35,13,0.61,3.7
1992,37,13,0.61,3.7
1993,32,8,0.76,4.2
1994,46,13,0.61,3.7
1995,49,2,0.94,4.8
1996,34,6,0.82,4.4
1997,47,14,0.58,3.5999999999999996
1998,36,3,0.91,4.7
1999,46,15,0.55,3.5
2000,44,12,0.64,3.8
2001,49,13,0.61,3.7
2002,45,6,0.82,4.4
2003,42,11,0.67,3.9
2004,36,11,0.67,3.9
2005,44,15,0.55,3.5
2006,34,4,0.88,4.6
2007,41,12,0.64,3.8
2008,39,9,0.73,4.1
2009,48,0,1.0,5.0
2010,39,11,0.67,3.9
2011,36,17,0.5,3.3
2012,44,3,0.91,4.7
2013,38,6,0.82,4.4
2014,35,0,1.0,5.0
2015,40,10,0.7,4.0
2016,35,10,0.7,4.0
2017,49,4,0.88,4.6
2018,44,12,0.64,3.8
2019,42,13,0.61,3.7
2020,35,16,0.52,3.4
2021,49,7,0.79,4.3
2022,44,7,0.79,4.3
2023,35,2,0.94,4.8
2024,45,5,0.85,4.5
2025,30,10,0.7,4.0
2026,35,1,0.97,4.9
2027,45,19,0.5,3.0999999999999996
2028,30,5,0.85,4.5
2029,36,8,0.76,4.2
2030,39,15,0.55,3.5
2031,37,3,0.91,4.7
2032,34,12,0.64,3.8
2033,47,15,0.55,3.5
2034,33,2,0.94,4.8
2035,49,0,1.0,5.0
2036,45,12,0.64,3.8
2037,39,0,1.0,5.0
2038,45,0,1.0,5.0
2039,37,12,0.64,3.8
2040,48,6,0.82,4.4
2041,30,5,0.85,4.5
2042,38,14,0.58,3.5999999999999996
2043,35,0,1.0,5.0
2044,42,3,0.91,4.7
2045,42,0,1.0,5.0
2046,47,0,1.0,5.0
2047,43,9,0.73,4.1
2048,31,1,0.97,4.9
2049,45,3,0.91,4.7
2050,46,14,0.58,3.5999999999999996
2051,45,7,0.79,4.3
2052,43,4,0.88,4.6
2053,42,4,0.88,4.6
2054,45,10,0.7,4.0
2055,30,13,0.61,3.7
2056,46,9,0.73,4.1
2057,30,10,0.7,4.0
2058,39,3,0.91,4.7
2059,34,0,1.0,5.0
2060,36,0,1.0,5.0
2061,33,4,0.88,4.6
2062,30,11,0.67,3.9
2063,30,13,0.61,3.7
2064,39,0,1.0,5.0
2065,32,9,0.73,4.1
2066,34,0,1.0,5.0
2067,42,0,1.0,5.0
2068,38,5,0.85,4.5
2069,37,9,0.73,4.1
2070,40,13,0.61,3.7
2071,43,7,0.79,4.3
2072,37,10,0.7,4.0
2073,39,15,0.55,3.5
2074,32,2,0.94,4.8
2075,33,3,0.91,4.7
2076,41,0,1.0,5.0
2077,38,2,0.94,4.8
2078,40,4,0.88,4.6
2079,40,18,0.5,3.2
2080,45,3,0.91,4.7
2081,42,12,0.64,3.8
2082,43,0,1.0,5.0
2083,36,6,0.82,4.4
2084,41,7,0.79,4.3
2085,48,10,0.7,4.0
2086,37,5,0.85,4.5
2087,33,6,0.82,4.4
2088,46,0,1.0,5.0
2089,31,0,1.0,5.0
2090,42,10,0.7,4.0
2091,36,13,0.61,3.7
2092,47,10,0.7,4.0
2093,39,9,0.73,4.1
2094,33,0,1.0,5.0
2095,37,16,0.52,3.4
2096,42,10,0.7,4.0
2097,43,0,1.0,5.0
2098,46,16,0.52,3.4
2099,41,15,0.55,3.5
2100,33,14,0.58,3.5999999999999996
2101,38,17,0.5,3.3
2102,44,0,1.0,5.0
2103,44,2,0.94,4.8
2104,47,8,0.76,4.2
2105,35,12,0.64,3.8
2106,31,5,0.85,4.5
2107,38,9,0.73,4.1
2108,34,7,0.79,4.3
2109,41,6,0.82,4.4
2110,34,0,1.0,5.0
2111,41,16,0.52,3.4
2112,44,11,0.67,3.9
2113,31,3,0.91,4.7
2114,40,6,0.82,4.4
2115,48,1,0.97,4.9
2116,46,8,0.76,4.2
2117,47,6,0.82,4.4
2118,39,1,0.97,4.9
2119,34,9,0.73,4.1
2120,46,0,1.0,5.0
2121,30,9,0.73,4.1
2122,42,0,1.0,5.0
2123,31,8,0.76,4.2
2124,46,10,0.7,4.0
2125,44,3,0.91,4.7
2126,37,3,0.91,4.7
2127,31,7,0.79,4.3
2128,37,19,0.5,3.0999999999999996
2129,34,12,0.64,3.8
2130,46,16,0.52,3.4
2131,33,14,0.58,3.5999999999999996
2132,41,3,0.91,4.7
2133,47,14,0.58,3.5999999999999996
2134,35,12,0.64,3.8
2135,34,6,0.82,4.4
2136,48,3,0.91,4.7
2137,34,18,0.5,3.2
2138,39,14,0.58,3.5999999999999996
2139,48,5,0.85,4.5
2140,33,6,0.82,4.4
2141,42,3,0.91,4.7
2142,42,11,0.67,3.9
2143,46,0,1.0,5.0
2144,47,8,0.76,4.2
2145,48,12,0.64,3.8
2146,46,10,0.7,4.0
2147,32,4,0.88,4.6
2148,42,18,0.5,3.2
2149,42,9,0.73,4.1
2150,32,5,0.85,4.5
2151,31,12,0.64,3.8
2152,44,14,0.58,3.5999999999999996
2153,32,11,0.67,3.9
2154,45,20,0.5,3.0
2155,39,8,0.76,4.2
2156,49,12,0.64,3.8
2157,31,7,0.79,4.3
2158,44,15,0.55,3.5
2159,37,3,0.91,4.7
2160,42,15,0.55,3.5
2161,30,3,0.91,4.7
2162,31,0,1.0,5.0
2163,38,12,0.64,3.8
2164,49,9,0.73,4.1
2165,49,4,0.88,4.6
2166,48,7,0.79,4.3
2167,41,1,0.97,4.9
2168,41,8,0.76,4.2
2169,39,10,0.7,4.0
2170,48,0,1.0,5.0
2171,49,15,0.55,3.5
2172,39,13,0.61,3.7
2173,48,14,0.58,3.5999999999999996
2174,38,14,0.58,3.5999999999999996
2175,34,0,1.0,5.0
2176,32,11,0.67,3.9
2177,48,11,0.67,3.9
2178,33,4,0.88,4.6
2179,43,18,0.5,3.2
2180,35,2,0.94,4.8
2181,42,6,0.82,4.4
2182,36,0,1.0,5.0
2183,41,0,1.0,5.0
2184,49,8,0.76,4.2
2185,43,3,0.91,4.7
2186,42,13,0.61,3.7
2187,40,8,0.76,4.2
2188,35,8,0.76,4.2
2189,36,14,0.58,3.5999999999999996
2190,39,7,0.79,4.3
2191,44,3,0.91,4.7
2192,38,7,0.79,4.3
2193,32,17,0.5,3.3
2194,34,4,0.88,4.6
2195,39,11,0.67,3.9
2196,44,10,0.7,4.0
2197,32,7,0.79,4.3
2198,47,0,1.0,5.0
2199,32,0,1.0,5.0
2200,36,10,0.7,4.0
2201,43,10,0.7,4.0
2202,45,8,0.76,4.2
2203,48,14,0.58,3.5999999999999996
2204,33,8,0.76,4.2
2205,32,8,0.76,4.2
2206,32,12,0.64,3.8
2207,38,13,0.61,3.7
2208,33,0,1.0,5.0
2209,48,9,0.73,4.1
2210,40,0,1.0,5.0
2211,44,13,0.61,3.7
2212,33,2,0.94,4.8
2213,37,2,0.94,4.8
2214,31,11,0.67,3.9
2215,47,6,0.82,4.4
2216,32,15,0.55,3.5
2217,32,20,0.5,3.0
2218,48,5,0.85,4.5
2219,41,14,0.58,3.5999999999999996
2220,43,13,0.61,3.7
2221,42,13,0.61,3.7
2222,45,0,1.0,5.0
2223,46,2,0.94,4.8
2224,47,0,1.0,5.0
2225,42,9,0.73,4.1
2226,42,8,0.76,4.2
2227,37,18,0.5,3.2
2228,36,11,0.67,3.9
2229,37,14,0.58,3.5999999999999996
2230,46,11,0.67,3.9
2231,30,10,0.7,4.0
2232,32,13,0.61,3.7
2233,33,0,1.0,5.0
2234,48,11,0.67,3.9
2235,31,0,1.0,5.0
2236,40,11,0.67,3.9
2237,40,11,0.67,3.9
2238,48,10,0.7,4.0
2239,31,13,0.61,3.7
2240,34,0,1.0,5.0
2241,48,1,0.97,4.9
2242,38,19,0.5,3.0999999999999996
2243,36,0,1.0,5.0
2244,41,3,0.91,4.7
2245,48,1,0.97,4.9
2246,47,0,1.0,5.0
2247,47,8,0.76,4.2
2248,38,0,1.0,5.0
2249,31,0,1.0,5.0
2250,31,11,0.67,3.9
2251,44,5,0.85,4.5
2252,45,6,0.82,4.4
2253,43,1,0.97,4.9
2254,48,9,0.73,4.1
2255,44,11,0.67,3.9
2256,32,5,0.85,4.5
2257,35,0,1.0,5.0
2258,35,16,0.52,3.4
2259,49,7,0.79,4.3
2260,38,2,0.94,4.8
2261,40,2,0.94,4.8
2262,33,4,0.88,4.6
2263,43,9,0.73,4.1
2264,42,16,0.52,3.4
2265,44,13,0.61,3.7
2266,46,0,1.0,5.0
2267,37,4,0.88,4.6
2268,40,5,0.85,4.5
2269,40,2,0.94,4.8
2270,45,15,0.55,3.5
2271,32,14,0.58,3.5999999999999996
2272,44,8,0.76,4.2
2273,42,13,0.61,3.7
2274,36,3,0.91,4.7
2275,34,11,0.67,3.9
2276,41,10,0.7,4.0
2277,32,0,1.0,5.0
2278,41,5,0.85,4.5
2279,34,6,0.82,4.4
2280,48,15,0.55,3.5
2281,48,0,1.0,5.0
2282,30,1,0.97,4.9
2283,49,10,0.7,4.0
2284,41,0,1.0,5.0
2285,35,10,0.7,4.0
2286,47,13,0.61,3.7
2287,45,11,0.67,3.9
2288,40,12,0.64,3.8
2289,39,5,0.85,4.5
2290,32,14,0.58,3.5999999999999996
2291,47,2,0.94,4.8
2292,41,6,0.82,4.4
2293,43,0,1.0,5.0
2294,33,13,0.61,3.7
2295,39,13,0.61,3.7
2296,36,6,0.82,4.4
2297,45,17,0.5,3.3
2298,38,17,0.5,3.3
2299,32,14,0.58,3.5999999999999996
2300,31,14,0.58,3.5999999999999996
2301,35,15,0.55,3.5
2302,39,4,0.88,4.6
2303,33,19,0.5,3.0999999999999996
2304,33,11,0.67,3.9
2305,39,15,0.55,3.5
2306,39,16,0.52,3.4
2307,42,3,0.91,4.7
2308,35,12,0.64,3.8
2309,36,3,0.91,4.7
2310,34,0,1.0,5.0
2311,44,6,0.82,4.4
2312,37,0,1.0,5.0
2313,39,10,0.7,4.0
2314,41,12,0.64,3.8
2315,46,0,1.0,5.0
2316,45,8,0.76,4.2
2317,30,5,0.85,4.5
2318,33,4,0.88,4.6
2319,37,17,0.5,3.3
2320,35,14,0.58,3.5999999999999996
2321,39,9,0.73,4.1
2322,47,8,0.76,4.2
2323,42,5,0.85,4.5
2324,34,12,0.64,3.8
2325,41,4,0.88,4.6
2326,47,6,0.82,4.4
2327,37,16,0.52,3.4
2328,43,0,1.0,5.0
2329,44,8,0.76,4.2
2330,34,19,0.5,3.0999999999999996
2331,34,11,0.67,3.9
2332,46,19,0.5,3.0999999999999996
2333,42,7,0.79,4.3
2334,46,6,0.82,4.4
2335,40,17,0.5,3.3
2336,30,3,0.91,4.7
2337,42,8,0.76,4.2
2338,47,14,0.58,3.5999999999999996
2339,35,18,0.5,3.2
2340,42,14,0.58,3.5999999999999996
2341,49,8,0.76,4.2
2342,40,0,1.0,5.0
2343,48,0,1.0,5.0
2344,49,5,0.85,4.5
2345,38,12,0.64,3.8
2346,42,1,0.97,4.9
2347,44,16,0.52,3.4
2348,40,11,0.67,3.9
2349,45,8,0.76,4.2
2350,46,9,0.73,4.1
2351,34,2,0.94,4.8
2352,43,16,0.52,3.4
2353,44,0,1.0,5.0
2354,38,6,0.82,4.4
2355,43,0,1.0,5.0
2356,39,4,0.88,4.6
2357,42,4,0.88,4.6
2358,46,14,0.58,3.5999999999999996
2359,30,0,1.0,5.0
2360,43,6,0.82,4.4
2361,41,10,0.7,4.0
2362,36,0,1.0,5.0
2363,32,0,1.0,5.0
2364,30,18,0.5,3.2
2365,42,14,0.58,3.5999999999999996
2366,31,14,0.58,3.5999999999999996
2367,38,15,0.55,3.5
2368,47,16,0.52,3.4
2369,33,18,0.5,3.2
2370,45,6,0.82,4.4
2371,35,0,1.0,5.0
2372,49,9,0.73,4.1
2373,32,0,1.0,5.0
2374,40,7,0.79,4.3
2375,34,0,1.0,5.0
2376,30,0,1.0,5.0
2377,37,0,1.0,5.0
2378,48,17,0.5,3.3
2379,33,6,0.82,4.4
2380,38,14,0.58,3.5999999999999996
2381,32,16,0.52,3.4
2382,34,0,1.0,5.0
2383,45,5,0.85,4.5
2384,37,3,0.91,4.7
2385,35,6,0.82,4.4
2386,32,4,0.88,4.6
2387,45,2,0.94,4.8
2388,37,12,0.64,3.8
2389,42,11,0.67,3.9
2390,34,10,0.7,4.0
2391,35,16,0.52,3.4
2392,32,11,0.67,3.9
2393,37,16,0.52,3.4
2394,33,8,0.76,4.2
2395,46,4,0.88,4.6
2396,37,14,0.58,3.5999999999999996
2397,48,2,0.94,4.8
2398,43,12,0.64,3.8
2399,38,5,0.85,4.5
2400,41,0,1.0,5.0
2401,42,9,0.73,4.1
2402,37,12,0.64,3.8
2403,32,3,0.91,4.7
2404,44,16,0.52,3.4
2405,49,16,0.52,3.4
2406,48,4,0.88,4.6
2407,33,1,0.97,4.9
2408,31,0,1.0,5.0
2409,34,0,1.0,5.0
2410,31,10,0.7,4.0
2411,36,1,0.97,4.9
2412,40,3,0.91,4.7
2413,41,16,0.52,3.4
2414,33,0,1.0,5.0
2415,32,6,0.82,4.4
2416,37,17,0.5,3.3
2417,47,14,0.58,3.5999999999999996
2418,34,18,0.5,3.2
2419,45,10,0.7,4.0
2420,41,2,0.94,4.8
2421,38,14,0.58,3.5999999999999996
2422,37,10,0.7,4.0
2423,34,0,1.0,5.0
2424,49,0,1.0,5.0
2425,48,0,1.0,5.0
2426,44,2,0.94,4.8
2427,49,0,1.0,5.0
2428,40,13,0.61,3.7
2429,49,4,0.88,4.6
2430,42,0,1.0,5.0
2431,42,14,0.58,3.5999999999999996
2432,46,16,0.52,3.4
2433,45,3,0.91,4.7
2434,46,5,0.85,4.5
2435,48,9,0.73,4.1
2436,43,14,0.58,3.5999999999999996
2437,36,15,0.55,3.5
2438,38,20,0.5,3.0
2439,31,10,0.7,4.0
2440,48,8,0.76,4.2
2441,35,2,0.94,4.8
2442,30,7,0.79,4.3
2443,36,18,0.5,3.2
2444,45,4,0.88,4.6
2445,31,8,0.76,4.2
2446,33,1,0.97,4.9
2447,49,9,0.73,4.1
2448,43,0,1.0,5.0
2449,40,20,0.5,3.0
2450,38,19,0.5,3.0999999999999996
2451,34,1,0.97,4.9
2452,32,7,0.79,4.3
2453,49,4,0.88,4.6
2454,31,0,1.0,5.0
2455,39,1,0.97,4.9
2456,39,19,0.5,3.0999999999999996
2457,36,18,0.5,3.2
2458,44,11,0.67,3.9
2459,34,2,0.94,4.8
2460,37,6,0.82,4.4
2461,47,6,0.82,4.4
2462,49,12,0.64,3.8
2463,35,15,0.55,3.5
2464,40,12,0.64,3.8
2465,37,14,0.58,3.5999999999999996
2466,33,0,1.0,5.0
2467,36,2,0.94,4.8
2468,31,10,0.7,4.0
2469,44,4,0.88,4.6
2470,38,1,0.97,4.9
2471,48,12,0.64,3.8
2472,48,6,0.82,4.4
2473,34,10,0.7,4.0
2474,48,0,1.0,5.0
2475,32,15,0.55,3.5
2476,41,18,0.5,3.2
2477,36,8,0.76,4.2
2478,34,0,1.0,5.0
2479,41,0,1.0,5.0
2480,33,13,0.61,3.7
2481,49,9,0.73,4.1
2482,48,3,0.91,4.7
2483,42,12,0.64,3.8
2484,44,16,0.52,3.4
2485,39,9,0.73,4.1
2486,30,3,0.91,4.7
2487,32,6,0.82,4.4
2488,47,2,0.94,4.8
2489,45,8,0.76,4.2
2490,41,17,0.5,3.3
2491,45,7,0.79,4.3
2492,40,11,0.67,3.9
2493,40,16,0.52,3.4
2494,43,16,0.52,3.4
2495,46,20,0.5,3.0
2496,48,18,0.5,3.2
2497,40,0,1.0,5.0
2498,33,7,0.79,4.3
2499,39,11,0.67,3.9
2500,48,1,0.97,4.9
2501,33,2,0.94,4.8
2502,40,12,0.64,3.8
2503,36,0,1.0,5.0
2504,49,1,0.97,4.9
2505,38,9,0.73,4.1
2506,31,0,1.0,5.0
2507,30,0,1.0,5.0
2508,37,15,0.55,3.5
2509,48,5,0.85,4.5
2510,45,10,0.7,4.0
2511,43,7,0.79,4.3
2512,33,10,0.7,4.0
2513,48,1,0.97,4.9
2514,35,13,0.61,3.7
2515,44,10,0.7,4.0
2516,42,12,0.64,3.8
2517,48,0,1.0,5.0
2518,33,12,0.64,3.8
2519,31,14,0.58,3.5999999999999996
2520,32,1,0.97,4.9
2521,43,0,1.0,5.0
2522,33,0,1.0,5.0
2523,45,11,0.67,3.9
2524,40,8,0.76,4.2
2525,42,0,1.0,5.0
2526,30,8,0.76,4.2
2527,42,0,1.0,5.0
2528,44,2,0.94,4.8
2529,36,0,1.0,5.0
2530,34,10,0.7,4.0
2531,35,10,0.7,4.0
2532,38,5,0.85,4.5
2533,35,6,0.82,4.4
2534,35,10,0.7,4.0
2535,31,0,1.0,5.0
2536,35,10,0.7,4.0
2537,39,16,0.52,3.4
2538,34,3,0.91,4.7
2539,49,13,0.61,3.7
2540,41,7,0.79,4.3
2541,35,14,0.58,3.5999999999999996
2542,35,16,0.52,3.4
2543,37,15,0.55,3.5
2544,46,2,0.94,4.8
2545,47,14,0.58,3.5999999999999996
2546,40,5,0.85,4.5
2547,30,0,1.0,5.0
2548,36,0,1.0,5.0
2549,37,1,0.97,4.9
2550,32,6,0.82,4.4
2551,48,0,1.0,5.0
2552,45,0,1.0,5.0
2553,37,15,0.55,3.5
2554,35,6,0.82,4.4
2555,31,14,0.58,3.5999999999999996
2556,41,6,0.82,4.4
2557,35,2,0.94,4.8
2558,43,4,0.88,4.6
2559,36,19,0.5,3.0999999999999996
2560,38,6,0.82,4.4
2561,36,8,0.76,4.2
2562,44,8,0.76,4.2
2563,41,0,1.0,5.0
2564,46,20,0.5,3.0
2565,44,6,0.82,4.4
2566,44,0,1.0,5.0
2567,43,5,0.85,4.5
2568,40,12,0.64,3.8
2569,40,15,0.55,3.5
2570,49,2,0.94,4.8
2571,42,12,0.64,3.8
2572,42,14,0.58,3.5999999999999996
2573,37,0,1.0,5.0
2574,36,7,0.79,4.3
2575,49,6,0.82,4.4
2576,42,0,1.0,5.0
2577,40,5,0.85,4.5
2578,48,13,0.61,3.7
2579,35,4,0.88,4.6
2580,37,13,0.61,3.7
2581,48,0,1.0,5.0
2582,34,11,0.67,3.9
2583,39,8,0.76,4.2
2584,30,12,0.64,3.8
2585,41,9,0.73,4.1
2586,36,18,0.5,3.2
2587,37,16,0.52,3.4
2588,47,13,0.61,3.7
2589,36,13,0.61,3.7
2590,43,4,0.88,4.6
2591,49,2,0.94,4.8
2592,47,12,0.64,3.8
2593,33,11,0.67,3.9
2594,39,14,0.58,3.5999999999999996
2595,40,13,0.61,3.7
2596,40,1,0.97,4.9
2597,49,7,0.79,4.3
2598,48,9,0.73,4.1
2599,30,3,0.91,4.7
2600,31,13,0.61,3.7
2601,38,3,0.91,4.7
2602,46,8,0.76,4.2
2603,34,18,0.5,3.2
2604,31,13,0.61,3.7
2605,33,9,0.73,4.1
2606,36,0,1.0,5.0
2607,46,9,0.73,4.1
2608,32,7,0.79,4.3
2609,38,11,0.67,3.9
2610,30,7,0.79,4.3
2611,49,0,1.0,5.0
2612,45,13,0.61,3.7
2613,32,6,0.82,4.4
2614,48,8,0.76,4.2
2615,45,9,0.73,4.1
2616,30,0,1.0,5.0
2617,41,2,0.94,4.8
2618,49,1,0.97,4.9
2619,35,9,0.73,4.1
2620,32,6,0.82,4.4
2621,36,8,0.76,4.2
2622,32,7,0.79,4.3
2623,42,5,0.85,4.5
2624,45,14,0.58,3.5999999999999996
2625,43,2,0.94,4.8
2626,38,15,0.55,3.5
2627,37,14,0.58,3.5999999999999996
2628,44,1,0.97,4.9
2629,48,4,0.88,4.6
2630,42,7,0.79,4.3
2631,43,14,0.58,3.5999999999999996
2632,40,9,0.73,4.1
2633,47,8,0.76,4.2
2634,32,2,0.94,4.8
2635,33,13,0.61,3.7
2636,32,0,1.0,5.0
2637,42,5,0.85,4.5
2638,45,6,0.82,4.4
2639,42,0,1.0,5.0
2640,39,11,0.67,3.9
2641,47,7,0.79,4.3
2642,37,9,0.73,4.1
2643,36,11,0.67,3.9
2644,46,8,0.76,4.2
2645,35,0,1.0,5.0
2646,44,4,0.88,4.6
2647,38,13,0.61,3.7
2648,39,9,0.73,4.1
2649,37,9,0.73,4.1
2650,36,7,0.79,4.3
2651,34,1,0.97,4.9
2652,47,5,0.85,4.5
2653,45,16,0.52,3.4
2654,44,2,0.94,4.8
2655,39,7,0.79,4.3
2656,30,4,0.88,4.6
2657,35,3,0.91,4.7
2658,44,3,0.91,4.7
2659,31,0,1.0,5.0
2660,41,0,1.0,5.0
2661,30,15,0.55,3.5
2662,44,20,0.5,3.0
2663,42,11,0.67,3.9
2664,30,0,1.0,5.0
2665,30,17,0.5,3.3
2666,33,14,0.58,3.5999999999999996
2667,43,11,0.67,3.9
2668,46,2,0.94,4.8
2669,42,18,0.5,3.2
2670,41,7,0.79,4.3
2671,35,8,0.76,4.2
2672,48,19,0.5,3.0999999999999996
2673,49,9,0.73,4.1
2674,45,15,0.55,3.5
2675,45,0,1.0,5.0
2676,41,0,1.0,5.0
2677,49,9,0.73,4.1
2678,49,1,0.97,4.9
2679,42,0,1.0,5.0
2680,30,11,0.67,3.9
2681,47,0,1.0,5.0
2682,31,0,1.0,5.0
2683,31,11,0.67,3.9
2684,30,15,0.55,3.5
2685,39,3,0.91,4.7
2686,30,10,0.7,4.0
2687,43,2,0.94,4.8
2688,37,17,0.5,3.3
2689,30,1,0.97,4.9
2690,43,13,0.61,3.7
2691,39,8,0.76,4.2
2692,48,0,1.0,5.0
2693,37,13,0.61,3.7
2694,31,0,1.0,5.0
2695,33,8,0.76,4.2
2696,41,3,0.91,4.7
2697,38,18,0.5,3.2
2698,30,16,0.52,3.4
2699,37,3,0.91,4.7
2700,46,0,1.0,5.0
2701,45,7,0.79,4.3
2702,44,6,0.82,4.4
2703,38,1,0.97,4.9
2704,37,7,0.79,4.3
2705,49,14,0.58,3.5999999999999996
2706,43,14,0.58,3.5999999999999996
2707,41,0,1.0,5.0
2708,44,0,1.0,5.0
2709,33,15,0.55,3.5
2710,33,12,0.64,3.8
2711,31,17,0.5,3.3
2712,33,4,0.88,4.6
2713,49,5,0.85,4.5
2714,47,9,0.73,4.1
2715,44,2,0.94,4.8
2716,37,13,0.61,3.7
2717,39,11,0.67,3.9
2718,31,2,0.94,4.8
2719,38,2,0.94,4.8
2720,45,9,0.73,4.1
2721,41,10,0.7,4.0
2722,34,16,0.52,3.4
2723,36,14,0.58,3.5999999999999996
2724,44,0,1.0,5.0
2725,42,6,0.82,4.4
2726,37,0,1.0,5.0
2727,48,7,0.79,4.3
2728,48,13,0.61,3.7
2729,34,4,0.88,4.6
2730,47,5,0.85,4.5
2731,46,15,0.55,3.5
2732,36,5,0.85,4.5
2733,43,3,0.91,4.7
2734,44,11,0.67,3.9
2735,46,11,0.67,3.9
2736,32,16,0.52,3.4
2737,42,17,0.5,3.3
2738,40,17,0.5,3.3
2739,32,10,0.7,4.0
2740,35,7,0.79,4.3
2741,35,18,0.5,3.2
2742,35,10,0.7,4.0
2743,35,12,0.64,3.8
2744,35,5,0.85,4.5
2745,43,11,0.67,3.9
2746,40,12,0.64,3.8
2747,45,11,0.67,3.9
2748,48,7,0.79,4.3
2749,36,0,1.0,5.0
2750,35,13,0.61,3.7
2751,40,2,0.94,4.8
2752,33,6,0.82,4.4
2753,30,13,0.61,3.7
2754,38,1,0.97,4.9
2755,42,10,0.7,4.0
2756,37,20,0.5,3.0
2757,31,5,0.85,4.5
2758,45,0,1.0,5.0
2759,48,10,0.7,4.0
2760,37,10,0.7,4.0
2761,41,13,0.61,3.7
2762,40,8,0.76,4.2
2763,38,2,0.94,4.8
2764,39,4,0.88,4.6
2765,30,11,0.67,3.9
2766,48,17,0.5,3.3
2767,46,0,1.0,5.0
2768,33,10,0.7,4.0
2769,41,6,0.82,4.4
2770,49,12,0.64,3.8
2771,37,6,0.82,4.4
2772,45,13,0.61,3.7
2773,30,19,0.5,3.0999999999999996
2774,38,0,1.0,5.0
2775,40,10,0.7,4.0
2776,41,6,0.82,4.4
2777,38,3,0.91,4.7
2778,35,16,0.52,3.4
2779,38,1,0.97,4.9
2780,35,19,0.5,3.0999999999999996
2781,35,18,0.5,3.2
2782,49,12,0.64,3.8
2783,32,4,0.88,4.6
2784,32,13,0.61,3.7
2785,45,3,0.91,4.7
2786,31,15,0.55,3.5
2787,33,12,0.64,3.8
2788,38,1,0.97,4.9
2789,36,15,0.55,3.5
2790,32,18,0.5,3.2
2791,42,13,0.61,3.7
2792,43,9,0.73,4.1
2793,38,17,0.5,3.3
2794,30,12,0.64,3.8
2795,41,12,0.64,3.8
2796,30,14,0.58,3.5999999999999996
2797,38,0,1.0,5.0
